SensorID,timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
326,1107032400000,1.5,920,NaN,2.9,649,196,983,140,849,598,3.1,47.4,0.3661
326,1107036000000,1.0,865,NaN,1.7,561,103,1102,83,791,434,2.9,49.0,0.3725
326,1107039600000,1.0,867,NaN,1.6,553,91,1136,73,792,412,2.8,49.1,0.3726
327,1107043200000,1.1,900,NaN,2.3,604,119,1051,92,815,469,2.9,49.7,0.3782
327,1107046800000,1.3,901,NaN,2.2,599,147,1023,109,825,515,3.8,46.5,0.3762
327,1107050400000,1.0,863,NaN,1.7,560,101,1107,82,787,430,3.2,46.9,0.3658
327,1107054000000,1.1,884,NaN,2.2,599,NaN,1065,NaN,813,503,3.1,45.2,0.3504
327,1107057600000,NaN,873,NaN,1.8,565,102,1097,83,793,494,3.1,44.8,0.3473
327,1107061200000,0.6,806,NaN,0.6,459,55,1322,50,728,368,3.1,44.4,0.342
327,1107064800000,0.5,801,NaN,0.6,454,51,1374,44,727,348,3.0,43.4,0.3337
327,1107068400000,0.4,790,NaN,0.4,431,53,1439,49,722,354,2.8,43.8,0.3308
327,1107072000000,0.5,805,NaN,0.7,465,74,1358,62,736,382,2.7,43.2,0.3259
327,1107075600000,0.7,843,NaN,1.2,520,113,1202,85,762,450,3.3,42.3,0.3299
327,1107079200000,0.8,849,NaN,1.4,537,107,1148,82,757,460,4.6,39.0,0.333
327,1107082800000,0.8,872,NaN,2.0,583,101,1126,77,765,441,5.6,37.5,0.3426
327,1107086400000,1.0,890,NaN,2.0,585,129,1097,92,776,454,7.2,34.2,0.3488
327,1107090000000,0.9,874,NaN,1.6,552,126,1128,95,760,415,6.9,35.6,0.3561
327,1107093600000,0.9,863,NaN,1.6,553,132,1133,95,742,419,8.2,30.1,0.3281
327,1107097200000,0.9,840,NaN,1.8,566,101,1176,76,717,368,7.6,27.9,0.2927
327,1107100800000,1.0,845,NaN,1.8,569,128,1151,95,709,397,7.9,25.9,0.2774
327,1107104400000,1.0,888,NaN,2.6,625,170,1062,118,763,510,7.8,28.3,0.3017
327,1107108000000,1.1,845,NaN,2.0,582,174,1120,123,719,473,6.3,28.8,0.2772
327,1107111600000,1.2,880,NaN,2.8,641,215,1077,140,759,537,5.4,30.1,0.2726
327,1107115200000,1.6,917,NaN,3.9,708,248,972,163,787,670,5.0,31.1,0.273
327,1107118800000,1.7,927,NaN,4.1,715,247,965,164,797,711,4.6,33.8,0.2898
327,1107122400000,1.1,868,NaN,2.4,615,154,1095,120,752,551,4.3,36.6,0.3064
327,1107126000000,1.3,932,NaN,3.5,685,186,996,130,820,670,4.0,39.0,0.3203
328,1107129600000,1.7,971,NaN,4.6,741,231,901,145,864,771,2.9,42.8,0.3276
328,1107133200000,1.5,891,NaN,3.0,650,174,987,126,782,586,3.4,38.9,0.3076
328,1107136800000,0.8,806,NaN,1.0,495,68,1282,61,685,355,4.0,36.4,0.2982
328,1107140400000,0.5,787,NaN,0.5,446,NaN,1395,NaN,657,310,4.0,36.4,0.2989
328,1107144000000,0.4,791,NaN,0.4,435,39,1486,37,668,292,3.7,37.7,0.3024
328,1107147600000,0.4,787,NaN,0.3,415,39,1474,37,667,293,3.4,38.9,0.3075
328,1107151200000,0.4,814,NaN,0.6,449,54,1363,50,674,328,3.7,37.5,0.3012
328,1107154800000,0.7,844,NaN,1.4,538,158,1164,109,726,479,3.7,35.2,0.2833
328,1107158400000,1.8,1049,NaN,7.1,863,350,826,198,923,979,3.7,33.9,0.2732
328,1107162000000,NaN,1201,NaN,14.0,1116,NaN,617,NaN,1130,1469,4.4,38.8,0.328
328,1107165600000,3.5,1293,NaN,15.1,1153,584,602,283,1141,1667,6.6,34.4,0.3359
328,1107169200000,2.8,1121,NaN,12.5,1066,478,683,256,1040,1378,10.0,22.4,0.2753
328,1107172800000,3.1,1112,NaN,12.8,1078,563,683,261,1028,1426,11.9,18.6,0.2581
328,1107176400000,2.5,1060,NaN,11.9,1048,414,707,181,983,1246,12.5,17.2,0.2477
328,1107180000000,2.7,1056,NaN,11.7,1040,398,711,194,976,1187,13.2,17.3,0.2606
328,1107183600000,2.9,1131,NaN,14.7,1139,451,643,214,1097,1363,13.5,18.7,0.2872
328,1107187200000,3.2,1162,NaN,15.7,1170,503,618,204,1131,1425,14.1,18.2,0.2908
328,1107190800000,4.1,1283,NaN,21.1,1328,640,552,228,1294,1722,13.0,20.3,0.303
328,1107194400000,6.1,1414,NaN,27.4,1490,843,488,270,1433,2051,10.4,24.7,0.3116
328,1107198000000,6.8,1486,NaN,30.8,1570,954,455,285,1557,2179,8.6,29.8,0.3344
328,1107201600000,6.8,1523,NaN,29.2,1533,984,456,282,1532,2214,7.3,36.8,0.3771
328,1107205200000,3.7,1283,NaN,15.0,1149,586,587,235,1148,1799,6.3,39.4,0.3795
328,1107208800000,2.1,1109,NaN,7.1,863,360,737,208,960,1527,5.4,43.5,0.3922
328,1107212400000,1.4,1055,NaN,5.4,782,231,798,161,940,1377,5.1,45.6,0.4056
329,1107216000000,1.3,1038,NaN,4.8,756,200,813,146,921,1317,4.2,49.4,0.412
329,1107219600000,1.1,996,NaN,3.8,698,153,871,123,894,1228,4.1,50.1,0.415
329,1107223200000,1.0,995,NaN,3.5,680,135,879,109,904,1201,4.1,51.5,0.4263
329,1107226800000,0.9,1000,NaN,3.3,670,NaN,868,NaN,917,1158,3.7,57.5,0.4621
329,1107230400000,0.8,1042,NaN,3.6,688,196,814,115,935,1204,2.5,64.8,0.4807
329,1107234000000,0.9,1042,NaN,3.8,701,208,795,114,945,1216,1.8,68.9,0.4878
329,1107237600000,1.1,1024,NaN,4.2,724,241,814,122,944,1198,2.0,64.9,0.4661
329,1107241200000,1.6,1147,NaN,7.7,886,417,702,149,1056,1381,2.2,65.3,0.473
329,1107244800000,3.7,1496,NaN,20.0,1298,896,492,187,1441,1873,3.1,64.0,0.4938
329,1107248400000,4.8,1541,NaN,22.1,1353,966,449,198,1492,2112,3.7,61.7,0.4967
329,1107252000000,4.1,1491,NaN,17.2,1215,878,503,196,1343,2038,4.4,58.8,0.4979
329,1107255600000,4.5,1533,NaN,21.4,1334,985,466,218,1434,2118,5.8,54.1,0.502
329,1107259200000,4.5,1507,NaN,19.8,1292,1017,479,227,1379,2110,7.3,50.8,0.5226
329,1107262800000,3.7,1451,NaN,18.8,1264,683,497,181,1408,1965,9.5,47.2,0.5589
329,1107266400000,4.2,1432,NaN,18.8,1264,660,487,179,1476,1888,11.8,44.4,0.6118
329,1107270000000,3.3,1408,NaN,16.7,1202,492,506,151,1411,1774,12.7,45.5,0.6648
329,1107273600000,3.2,1377,NaN,14.4,1129,497,540,162,1392,1626,13.5,44.8,0.6898
329,1107277200000,3.6,1454,NaN,16.3,1190,562,508,165,1434,1761,12.3,48.9,0.6967
329,1107280800000,3.5,1268,NaN,14.4,1128,539,573,173,1255,1533,10.8,40.3,0.5201
329,1107284400000,4.1,1259,NaN,17.0,1211,502,559,188,1243,1531,9.4,36.7,0.4324
329,1107288000000,4.0,1261,NaN,14.8,1143,452,595,186,1208,1477,8.3,39.5,0.4318
329,1107291600000,3.3,1133,NaN,9.8,971,357,683,172,1059,1332,7.8,41.3,0.4389
329,1107295200000,3.0,1054,NaN,6.1,818,289,777,150,966,1210,7.3,43.8,0.4505
329,1107298800000,2.6,1055,NaN,5.4,783,221,805,137,969,1167,6.7,47.6,0.4688
330,1107302400000,2.6,1059,NaN,4.7,747,204,820,133,964,1133,6.6,51.2,0.5007
330,1107306000000,2.6,1063,NaN,5.1,769,183,807,122,993,1109,6.4,52.6,0.5074
330,1107309600000,2.9,1135,NaN,6.9,854,222,722,130,1065,1218,5.3,57.8,0.5177
330,1107313200000,2.9,1126,NaN,7.3,869,NaN,680,NaN,1075,1222,3.4,66.7,0.5281
330,1107316800000,2.5,1058,NaN,4.8,753,210,764,121,986,1149,3.3,66.8,0.5215
330,1107320400000,2.0,1040,NaN,3.6,688,185,846,115,920,1090,3.7,62.9,0.5059
330,1107324000000,2.2,1069,NaN,4.5,737,257,792,125,946,1114,2.6,67.5,0.5034
330,1107327600000,2.4,1042,NaN,5.2,771,297,795,136,941,1089,3.5,60.9,0.4857
330,1107331200000,4.0,1322,NaN,15.1,1151,573,566,174,1286,1446,2.7,63.4,0.4787
330,1107334800000,6.7,1549,NaN,27.3,1485,883,422,224,1638,1930,2.8,64.2,0.4859
330,1107338400000,5.6,1416,NaN,19.6,1285,824,501,230,1390,1809,5.8,53.1,0.4942
330,1107342000000,4.3,1337,NaN,14.8,1143,693,560,205,1236,1769,9.7,40.1,0.4832
330,1107345600000,4.0,1281,NaN,14.5,1132,714,577,204,1206,1696,12.7,30.0,0.4398
330,1107349200000,2.6,1037,NaN,10.1,981,388,721,139,1000,1086,13.7,20.7,0.3221
330,1107352800000,2.2,1028,NaN,10.1,983,337,728,133,979,1048,13.7,19.9,0.3114
330,1107356400000,1.9,984,NaN,8.3,913,326,762,127,930,990,14.1,18.1,0.2884
330,1107360000000,1.8,1010,NaN,9.0,940,329,759,124,960,1027,14.5,18.0,0.2956
330,1107363600000,3.1,1113,NaN,13.4,1096,465,645,158,1092,1359,13.2,20.4,0.3074
330,1107367200000,4.8,1253,NaN,19.5,1284,612,536,171,1285,1618,10.5,25.1,0.3194
330,1107370800000,5.8,1400,NaN,27.8,1499,759,461,193,1527,1869,8.9,31.4,0.3597
330,1107374400000,5.9,1470,NaN,31.4,1584,771,436,195,1641,2033,8.2,36.2,0.3953
330,1107378000000,4.1,1281,NaN,15.6,1168,655,571,212,1195,1756,6.7,39.6,0.3906
330,1107381600000,1.8,1084,NaN,7.0,855,332,748,193,939,1446,5.8,42.0,0.3904
330,1107385200000,1.7,1097,NaN,7.8,892,287,719,167,979,1423,4.9,45.9,0.3999
331,1107388800000,1.7,1032,NaN,5.6,791,242,793,156,915,1278,4.5,47.9,0.4079
331,1107392400000,1.5,1046,NaN,6.0,812,242,782,153,940,1265,3.9,51.6,0.4226
331,1107396000000,1.1,975,NaN,3.9,707,192,860,128,902,1107,3.4,54.7,0.4323
331,1107399600000,0.9,932,NaN,2.8,642,NaN,950,NaN,871,1014,3.3,56.1,0.4379
331,1107403200000,NaN,926,NaN,2.6,623,134,954,96,873,1011,2.0,60.8,0.4337
331,1107406800000,0.3,932,NaN,2.9,645,142,916,105,882,1006,1.2,63.7,0.4327
331,1107410400000,0.4,937,NaN,2.8,640,194,923,130,870,1010,2.1,60.3,0.4368
331,1107414000000,0.6,996,NaN,4.2,724,216,861,134,938,1067,1.3,63.1,0.4322
331,1107417600000,3.0,1382,NaN,16.7,1202,728,534,275,1352,1630,1.3,64.8,0.441
331,1107421200000,5.6,1544,NaN,29.1,1530,975,416,309,1706,2030,2.1,62.2,0.4491
331,1107424800000,4.9,1429,NaN,20.7,1317,947,495,322,1425,1916,5.1,50.8,0.4499
331,1107428400000,3.5,1312,NaN,15.5,1164,790,570,333,1230,1761,8.5,39.7,0.4425
331,1107432000000,2.2,1205,NaN,10.3,989,551,643,235,1084,1597,11.5,33.0,0.4476
331,1107435600000,2.7,1322,NaN,13.8,1110,565,568,241,1208,1776,12.2,34.3,0.4864
331,1107439200000,2.7,1301,NaN,12.7,1074,532,574,214,1255,1636,13.5,35.0,0.5396
331,1107442800000,2.1,1280,NaN,11.4,1030,459,597,174,1246,1480,14.9,34.9,0.5869
331,1107446400000,2.0,1256,NaN,10.2,986,407,612,157,1240,1413,15.7,34.5,0.6111
331,1107450000000,2.4,1358,NaN,14.3,1128,434,545,170,1344,1611,14.7,37.2,0.618
331,1107453600000,6.7,1713,NaN,32.4,1605,980,383,212,1870,2186,12.2,44.8,0.6342
331,1107457200000,6.4,1655,NaN,29.0,1527,966,393,249,1758,2203,10.3,52.4,0.6578
331,1107460800000,3.9,1444,NaN,17.6,1227,646,485,231,1414,1891,9.3,55.5,0.6503
331,1107464400000,2.7,1314,NaN,12.6,1069,471,571,216,1271,1662,8.3,57.6,0.6304
331,1107468000000,3.0,1368,NaN,15.5,1164,528,524,217,1350,1674,6.3,65.1,0.6237
331,1107471600000,2.1,1195,NaN,9.1,943,378,645,203,1149,1462,6.5,63.1,0.6132
332,1107475200000,1.2,1083,NaN,6.4,828,235,734,161,1067,1273,6.0,62.7,0.589
332,1107478800000,1.2,1055,NaN,5.1,771,217,781,147,1030,1174,5.1,65.4,0.5797
332,1107482400000,0.7,973,NaN,3.3,672,141,887,111,954,1031,4.7,64.6,0.5568
332,1107486000000,0.9,1039,NaN,5.3,777,NaN,778,NaN,1031,1082,2.9,72.2,0.5523
332,1107489600000,0.8,949,NaN,3.1,657,158,895,115,948,991,5.0,63.5,0.5575
332,1107493200000,0.4,920,NaN,2.2,601,87,974,80,920,925,3.9,65.5,0.5367
332,1107496800000,0.7,989,NaN,3.9,703,194,843,122,988,1017,1.8,74.5,0.5271
332,1107500400000,1.4,1100,NaN,6.9,854,401,714,186,1075,1187,1.8,73.7,0.5198
332,1107504000000,4.0,1411,NaN,19.7,1288,887,492,306,1472,1638,2.3,70.9,0.5182
332,1107507600000,3.9,1328,NaN,20.1,1300,654,499,301,1405,1672,4.4,61.1,0.5176
332,1107511200000,3.1,1308,NaN,16.3,1189,566,534,274,1325,1656,7.7,49.8,0.5267
332,1107514800000,3.2,1280,NaN,14.3,1127,649,558,247,1277,1641,12.1,36.9,0.5212
332,1107518400000,1.5,1056,NaN,7.0,857,309,735,169,1028,1117,15.0,28.5,0.4821
332,1107522000000,1.2,1019,NaN,6.3,825,229,781,138,994,901,14.5,28.3,0.4665
332,1107525600000,1.9,1084,NaN,8.6,923,312,712,149,1085,1046,12.9,31.8,0.4707
332,1107529200000,1.5,998,NaN,6.6,841,276,792,165,979,884,12.1,32.3,0.4548
332,1107532800000,1.4,987,NaN,6.1,816,236,816,156,959,821,11.3,33.5,0.4476
332,1107536400000,1.9,1079,NaN,8.8,932,312,719,184,1018,1056,11.4,32.6,0.4373
332,1107540000000,2.2,1096,NaN,9.4,954,345,687,197,1085,1139,9.1,37.8,0.4372
332,1107543600000,3.0,1146,NaN,11.8,1043,386,639,204,1169,1248,8.1,41.0,0.4458
332,1107547200000,2.6,1125,NaN,11.3,1025,356,653,207,1147,1200,7.7,41.9,0.4409
332,1107550800000,2.8,1130,NaN,9.7,968,467,680,208,1102,1220,7.1,43.9,0.4433
332,1107554400000,1.6,1017,NaN,5.8,805,287,807,174,958,1032,6.3,45.8,0.4408
332,1107558000000,1.3,1017,NaN,5.3,776,239,843,157,946,971,6.0,46.1,0.4351
333,1107561600000,1.6,1041,NaN,5.3,778,266,828,166,947,1011,5.5,49.0,0.4471
333,1107565200000,1.5,1034,NaN,5.1,769,261,816,167,952,1049,4.9,52.0,0.4548
333,1107568800000,1.3,1009,NaN,4.8,751,223,828,154,939,1053,4.1,54.7,0.4536
333,1107572400000,1.6,1105,NaN,6.4,828,NaN,735,NaN,997,1157,2.1,64.2,0.4633
333,1107576000000,2.0,1084,NaN,7.0,859,272,703,164,1017,1163,1.5,66.2,0.4571
333,1107579600000,1.3,989,NaN,4.4,731,226,815,149,936,1018,1.0,67.7,0.4523
333,1107583200000,0.9,1047,NaN,5.6,792,250,757,150,957,1121,0.8,69.9,0.4591
333,1107586800000,1.4,1091,NaN,7.3,868,402,705,205,1021,1200,1.3,67.2,0.4598
333,1107590400000,3.1,1263,NaN,12.7,1074,708,614,283,1198,1403,2.0,63.6,0.4564
333,1107594000000,4.1,1165,NaN,11.3,1024,759,646,310,1134,1365,4.1,52.7,0.4345
333,1107597600000,1.3,966,NaN,4.9,760,302,877,200,890,940,7.5,39.2,0.4091
333,1107601200000,0.9,927,NaN,3.8,702,210,932,147,847,750,9.0,34.5,0.398
333,1107604800000,1.0,909,NaN,3.4,678,180,960,128,838,652,9.2,34.5,0.4025
333,1107608400000,1.0,941,NaN,4.2,723,165,922,121,880,643,9.3,33.8,0.3981
333,1107612000000,1.1,903,NaN,3.7,696,180,932,129,850,629,9.3,33.1,0.3874
333,1107615600000,0.8,891,NaN,3.3,668,147,991,110,819,549,9.7,30.8,0.3716
333,1107619200000,1.0,904,NaN,3.4,674,177,968,126,824,578,9.6,31.1,0.3718
333,1107622800000,0.9,900,NaN,3.1,659,157,990,121,807,582,8.6,32.8,0.3669
333,1107626400000,0.9,926,NaN,4.3,725,195,933,142,847,694,7.2,35.0,0.3567
333,1107630000000,1.6,999,NaN,6.2,821,263,846,174,915,926,6.4,36.8,0.3566
333,1107633600000,1.4,994,NaN,5.2,774,239,854,168,917,915,6.0,40.2,0.3773
333,1107637200000,1.4,1010,NaN,5.8,801,267,826,180,944,986,5.5,42.6,0.3874
333,1107640800000,1.1,938,NaN,3.5,685,214,934,157,870,840,4.9,43.7,0.3809
333,1107644400000,1.2,983,NaN,4.9,760,236,869,162,898,939,4.2,43.2,0.3605
334,1107648000000,1.8,963,NaN,4.7,749,251,900,173,834,869,4.0,39.2,0.3228
334,1107651600000,1.4,962,NaN,4.9,756,255,902,176,843,908,3.7,40.1,0.323
334,1107655200000,1.4,980,NaN,5.0,761,235,854,172,876,1051,3.1,47.1,0.3638
334,1107658800000,0.9,914,NaN,2.9,644,NaN,972,NaN,832,922,2.6,48.8,0.3658
334,1107662400000,NaN,898,NaN,2.6,624,129,987,108,825,871,0.8,53.8,0.3542
334,1107666000000,0.8,854,NaN,1.8,572,95,1070,88,788,793,1.2,51.9,0.3515
334,1107669600000,0.7,838,NaN,1.3,531,95,1146,85,774,753,1.0,52.2,0.3489
334,1107673200000,0.7,831,NaN,1.5,543,100,1132,88,787,737,0.6,53.3,0.3467
334,1107676800000,0.6,833,NaN,1.3,526,110,1169,94,771,722,0.8,52.8,0.3468
334,1107680400000,0.8,870,NaN,2.0,582,149,1091,115,791,737,0.3,53.7,0.3424
334,1107684000000,1.3,984,NaN,4.3,727,197,891,137,908,913,4.1,42.9,0.3551
334,1107687600000,2.0,1065,NaN,6.7,844,351,780,212,979,1117,8.0,33.3,0.3591
334,1107691200000,1.7,968,NaN,4.6,743,249,886,173,840,774,10.7,25.2,0.3242
334,1107694800000,1.2,911,NaN,3.5,683,188,981,135,790,558,11.1,23.5,0.3105
334,1107698400000,1.0,868,NaN,2.1,590,127,1081,100,753,420,10.6,26.0,0.332
334,1107702000000,0.8,868,NaN,1.9,576,96,1128,78,755,363,10.3,27.7,0.3481
334,1107705600000,1.0,904,NaN,2.7,633,138,1040,100,789,410,10.2,28.3,0.3516
334,1107709200000,1.4,944,NaN,3.7,693,217,928,150,832,568,9.2,29.9,0.3479
334,1107712800000,1.1,925,NaN,2.9,649,186,1003,142,819,570,6.9,36.4,0.3635
334,1107716400000,1.6,985,NaN,4.5,736,227,891,165,875,774,6.0,38.0,0.3584
334,1107720000000,1.8,1002,NaN,5.3,780,252,855,179,892,857,5.8,36.4,0.3385
334,1107723600000,1.4,938,NaN,3.7,692,193,937,149,805,737,5.8,35.4,0.3286
334,1107727200000,1.1,896,NaN,2.6,627,158,1033,126,782,610,5.4,36.6,0.3304
334,1107730800000,1.0,907,NaN,2.4,614,150,1052,120,782,627,5.1,37.9,0.3358
335,1107734400000,1.1,902,NaN,2.4,613,130,1049,110,777,566,4.8,38.0,0.33
335,1107738000000,1.0,885,NaN,2.0,582,104,1072,92,760,517,4.5,38.1,0.3249
335,1107741600000,0.8,863,NaN,1.5,545,86,1119,78,749,484,4.3,38.1,0.3207
335,1107745200000,0.6,861,NaN,1.2,518,NaN,1141,NaN,738,482,3.9,39.9,0.325
335,1107748800000,0.6,852,NaN,0.8,482,67,1187,65,726,496,3.8,41.0,0.3327
335,1107752400000,0.6,879,NaN,1.0,495,75,1147,73,753,623,3.3,44.6,0.3499
335,1107756000000,0.6,900,NaN,1.3,525,97,1090,85,780,696,3.6,44.5,0.3574
335,1107759600000,0.8,963,NaN,2.4,615,177,980,133,837,916,3.4,47.0,0.3713
335,1107763200000,2.3,1183,NaN,8.7,929,433,675,246,1037,1309,2.9,49.5,0.3775
335,1107766800000,2.8,1161,NaN,10.5,996,471,639,281,1067,1396,5.6,40.5,0.3704
335,1107770400000,2.1,1102,NaN,7.9,896,346,720,222,969,1226,7.5,33.8,0.352
335,1107774000000,1.7,1029,NaN,6.5,835,262,771,182,897,1002,10.8,25.2,0.3251
335,1107777600000,1.4,973,NaN,5.7,797,221,845,154,845,769,12.9,20.6,0.3045
335,1107781200000,1.6,981,NaN,6.2,820,265,807,168,876,784,12.2,21.4,0.3033
335,1107784800000,1.4,960,NaN,5.4,784,219,842,149,868,643,12.0,21.9,0.3069
335,1107788400000,1.3,973,NaN,4.9,761,235,862,156,865,682,12.2,24.0,0.3392
335,1107792000000,1.4,968,NaN,5.0,765,227,843,156,863,692,12.0,24.3,0.3393
335,1107795600000,1.7,1022,NaN,6.9,854,285,771,187,941,926,10.5,27.8,0.3525
335,1107799200000,1.9,1067,NaN,7.5,879,291,740,194,989,996,8.7,33.9,0.3832
335,1107802800000,2.3,1101,NaN,8.2,908,295,707,204,1025,1095,7.8,37.6,0.4004
335,1107806400000,2.0,1081,NaN,7.7,885,243,720,174,1017,1058,7.2,39.4,0.4032
335,1107810000000,1.6,988,NaN,4.5,738,209,843,154,906,893,7.1,39.6,0.4019
335,1107813600000,1.0,932,NaN,2.7,630,147,980,117,842,681,7.1,39.6,0.4001
335,1107817200000,0.9,923,NaN,2.3,602,117,1028,98,831,599,7.2,39.3,0.4004
336,1107820800000,0.9,915,NaN,2.1,589,105,1045,90,813,550,6.9,39.6,0.3966
336,1107824400000,0.9,879,NaN,1.4,534,84,1129,74,785,470,7.0,39.8,0.4006
336,1107828000000,0.5,852,NaN,0.8,479,51,1275,49,761,375,7.1,40.5,0.409
336,1107831600000,0.4,844,NaN,0.6,453,NaN,1378,NaN,748,337,6.9,40.9,0.4091
336,1107835200000,0.5,878,NaN,1.0,496,54,1182,54,782,451,6.0,42.9,0.404
336,1107838800000,0.6,910,NaN,1.3,524,74,1102,69,802,600,6.4,42.7,0.4126
336,1107842400000,0.6,918,NaN,1.6,551,114,1062,92,817,712,6.1,43.6,0.4129
336,1107846000000,1.0,991,NaN,3.0,653,228,944,146,885,931,5.9,45.1,0.4211
336,1107849600000,2.1,1223,NaN,10.0,979,455,658,224,1120,1332,6.0,46.4,0.4367
336,1107853200000,2.9,1277,NaN,15.1,1153,493,543,253,1268,1520,6.6,43.7,0.4273
336,1107856800000,2.2,1114,NaN,8.6,922,410,689,225,1022,1223,8.7,36.3,0.4074
336,1107860400000,1.6,1088,NaN,6.9,853,277,729,180,996,1122,10.5,33.4,0.4246
336,1107864000000,1.8,1064,NaN,7.6,881,340,727,194,979,1099,11.4,27.8,0.3748
336,1107867600000,1.5,1047,NaN,6.9,854,238,753,158,959,904,12.7,27.4,0.4011
336,1107871200000,2.2,1075,NaN,8.5,920,323,726,184,992,1022,13.3,23.3,0.354
336,1107874800000,1.6,973,NaN,5.3,777,286,858,165,844,719,13.9,20.7,0.3271
336,1107878400000,1.5,942,NaN,4.4,733,271,912,156,800,609,13.6,20.0,0.3093
336,1107882000000,1.8,NaN,NaN,NaN,NaN,276,NaN,172,NaN,NaN,NaN,NaN,NaN
336,1107885600000,1.8,NaN,NaN,NaN,NaN,295,NaN,194,NaN,NaN,NaN,NaN,NaN
336,1107889200000,2.3,NaN,NaN,NaN,NaN,340,NaN,208,NaN,NaN,NaN,NaN,NaN
336,1107892800000,1.9,NaN,NaN,NaN,NaN,275,NaN,187,NaN,NaN,NaN,NaN,NaN
336,1107896400000,1.9,NaN,NaN,NaN,NaN,293,NaN,187,NaN,NaN,NaN,NaN,NaN
336,1107900000000,1.1,NaN,NaN,NaN,NaN,157,NaN,127,NaN,NaN,NaN,NaN,NaN
336,1107903600000,0.9,NaN,NaN,NaN,NaN,133,NaN,107,NaN,NaN,NaN,NaN,NaN
337,1107907200000,0.8,NaN,NaN,NaN,NaN,120,NaN,99,NaN,NaN,NaN,NaN,NaN
337,1107910800000,0.9,NaN,NaN,NaN,NaN,122,NaN,100,NaN,NaN,NaN,NaN,NaN
337,1107914400000,0.7,NaN,NaN,NaN,NaN,80,NaN,73,NaN,NaN,NaN,NaN,NaN
337,1107918000000,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
337,1107921600000,NaN,NaN,NaN,NaN,NaN,88,NaN,83,NaN,NaN,NaN,NaN,NaN
337,1107925200000,0.7,NaN,NaN,NaN,NaN,109,NaN,92,NaN,NaN,NaN,NaN,NaN
337,1107928800000,0.6,NaN,NaN,NaN,NaN,120,NaN,100,NaN,NaN,NaN,NaN,NaN
337,1107932400000,1.0,NaN,NaN,NaN,NaN,233,NaN,149,NaN,NaN,NaN,NaN,NaN
337,1107936000000,1.7,NaN,NaN,NaN,NaN,394,NaN,231,NaN,NaN,NaN,NaN,NaN
337,1107939600000,2.7,NaN,NaN,NaN,NaN,424,NaN,245,NaN,NaN,NaN,NaN,NaN
337,1107943200000,3.3,NaN,NaN,NaN,NaN,446,NaN,203,NaN,NaN,NaN,NaN,NaN
337,1107946800000,2.1,NaN,NaN,NaN,NaN,266,NaN,165,NaN,NaN,NaN,NaN,NaN
337,1107950400000,2.0,NaN,NaN,NaN,NaN,261,NaN,168,NaN,NaN,NaN,NaN,NaN
337,1107954000000,2.0,NaN,NaN,NaN,NaN,220,NaN,151,NaN,NaN,NaN,NaN,NaN
337,1107957600000,2.3,NaN,NaN,NaN,NaN,241,NaN,152,NaN,NaN,NaN,NaN,NaN
337,1107961200000,2.0,NaN,NaN,NaN,NaN,208,NaN,144,NaN,NaN,NaN,NaN,NaN
337,1107964800000,2.1,NaN,NaN,NaN,NaN,215,NaN,148,NaN,NaN,NaN,NaN,NaN
337,1107968400000,2.3,NaN,NaN,NaN,NaN,257,NaN,176,NaN,NaN,NaN,NaN,NaN
337,1107972000000,3.1,NaN,NaN,NaN,NaN,355,NaN,209,NaN,NaN,NaN,NaN,NaN
337,1107975600000,3.9,NaN,NaN,NaN,NaN,415,NaN,240,NaN,NaN,NaN,NaN,NaN
337,1107979200000,3.8,NaN,NaN,NaN,NaN,349,NaN,223,NaN,NaN,NaN,NaN,NaN
337,1107982800000,2.9,NaN,NaN,NaN,NaN,254,NaN,187,NaN,NaN,NaN,NaN,NaN
337,1107986400000,2.2,NaN,NaN,NaN,NaN,228,NaN,157,NaN,NaN,NaN,NaN,NaN
337,1107990000000,1.9,NaN,NaN,NaN,NaN,156,NaN,123,NaN,NaN,NaN,NaN,NaN
338,1107993600000,2.0,NaN,NaN,NaN,NaN,161,NaN,126,NaN,NaN,NaN,NaN,NaN
338,1107997200000,1.8,NaN,NaN,NaN,NaN,123,NaN,106,NaN,NaN,NaN,NaN,NaN
338,1108000800000,1.6,NaN,NaN,NaN,NaN,108,NaN,95,NaN,NaN,NaN,NaN,NaN
338,1108004400000,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
338,1108008000000,1.4,NaN,NaN,NaN,NaN,95,NaN,87,NaN,NaN,NaN,NaN,NaN
338,1108011600000,1.5,NaN,NaN,NaN,NaN,102,NaN,88,NaN,NaN,NaN,NaN,NaN
338,1108015200000,1.7,NaN,NaN,NaN,NaN,178,NaN,134,NaN,NaN,NaN,NaN,NaN
338,1108018800000,1.9,NaN,NaN,NaN,NaN,214,NaN,156,NaN,NaN,NaN,NaN,NaN
338,1108022400000,3.3,NaN,NaN,NaN,NaN,492,NaN,247,NaN,NaN,NaN,NaN,NaN
338,1108026000000,3.8,NaN,NaN,NaN,NaN,540,NaN,289,NaN,NaN,NaN,NaN,NaN
